,State,School,Abbreviation,Type,Email,Size,Website,Address,Notes
164,MA,Curry College,CC,Private,,2519,"=HYPERLINK(""https://www.curry.edu"",""LINK"")","1071 Blue Hill Ave, Milton, MA 2186",
165,MA,Montserrat College Of Art,MCA,Private,,374,"=HYPERLINK(""https://www.montserrat.edu/"",""LINK"")","23 Essex Street, Beverly, MA 1915",
166,OH,Kenyon College,KC,Private,,1750,"=HYPERLINK(""https://www.kenyon.edu/"",""LINK"")","Kenyon College, Gambier, OH 43022",
167,AL,Fortis College-Foley,FC,Public,,125,"=HYPERLINK(""https://www.fortis.edu"",""LINK"")","200 East Laurel Avenue, Foley, AL 36535",
168,AR,Ecclesia College,EC,Private,,214,"=HYPERLINK(""https://www.ecollege.edu/"",""LINK"")","9653 Nations Dr, Springdale, AR 72762",
169,FL,Barry University,BU,Private,,7401,"=HYPERLINK(""https://www.barry.edu"",""LINK"")","11300 Ne 2Nd Ave, Miami, FL 33161",
170,SD,Lake Area Technical College,LATC,Community,,2228,"=HYPERLINK(""https://www.lakeareatech.edu"",""LINK"")","1201 Arrow Avenue, Watertown, SD 57201",
171,VA,Southwest Virginia Community College,SVCC,Community,,2338,"=HYPERLINK(""https://www.sw.edu"",""LINK"")","369 College Road Us Rt. 19, 6 Miles S. Claypool Hill, Cedar Bluff, VA 24609",
172,WA,Paroba College Of Cosmetology,PCC,Public,,109,"=HYPERLINK(""https://www.paroba.edu"",""LINK"")","9930 Evergreen Way, Building Y, Everett, WA 98203",
173,CA,Spartan College Of Aeronautics & Technology,SCAT,Public,,415,"=HYPERLINK(""https://www.spartan.edu"",""LINK"")","8911 Aviation Blvd, Inglewood, CA 90301",
174,CA,Institute Of Technology,IT,Public,,1310,"=HYPERLINK(""https://www.iot.edu"",""LINK"")","564 W Herndon, Clovis, CA 93612",
175,UT,Ameritech College-Draper,AC,Public,,1064,"=HYPERLINK(""https://www.ameritech.edu"",""LINK"")","12257 South Business Park Drive-Ste 100, Draper, UT 84020",
176,MS,Northwest Mississippi Community College,NMCC,Community,,7537,"=HYPERLINK(""https://www.northwestms.edu"",""LINK"")","4975 Hwy 51 N, Senatobia, MS 38668",
177,TX,University Of Mary Hardin-Baylor,UMH,Private,,3846,"=HYPERLINK(""https://www.go.umhb.edu/"",""LINK"")","900 College St, Belton, TX 76513",
178,TX,Texas Chiropractic College Foundation Inc,TCCFI,Private,,267,"=HYPERLINK(""https://www.txchiro.edu"",""LINK"")","5912 Spencer Hwy, Pasadena, TX 77505",
179,IA,Iowa Western Community College,IWCC,Community,,5977,"=HYPERLINK(""https://www.iwcc.edu/"",""LINK"")","2700 College Rd, Council Bluffs, IA 51503",
180,MI,Lake Michigan College,LMC,Community,,3022,"=HYPERLINK(""https://www.lakemichigancollege.edu"",""LINK"")","2755 East Napier Avenue, Benton Harbor, MI 49022",
181,PA,Muhlenberg College,MC,Private,,2251,"=HYPERLINK(""https://www.muhlenberg.edu"",""LINK"")","2400 Chew Street, Allentown, PA 18104",
182,WI,Madison Area Technical College,MATC,Community,,14526,"=HYPERLINK(""https://www.madisoncollege.edu"",""LINK"")","1701 Wright Street, Madison, WI 53704",
183,GA,Pro Way Hair School,PWHS,Public,,151,"=HYPERLINK(""https://www.prowayhairschool.com"",""LINK"")","5684 Memorial Dr, Stone Mountain, GA 30083",
184,GA,Gwinnett Technical College,GTC,Community,,9539,"=HYPERLINK(""https://www.GwinnettTech.edu"",""LINK"")","5150 Sugarloaf Parkway, Lawrenceville, GA 30043",
185,OH,Ohio University-Main Campus,OUC,Community,,27367,"=HYPERLINK(""https://www.ohio.edu"",""LINK"")","020 Chubb Hall, Athens, OH 45701",
186,OK,University Of Science And Arts Of Oklahoma,USAO,Community,,800,"=HYPERLINK(""https://www.usao.edu"",""LINK"")","17Th Street And Grand Avenue, Chickasha, OK 73018",
187,TX,Wayland Baptist University,WBU,Private,,4084,"=HYPERLINK(""https://www.wbu.edu"",""LINK"")","1900 W 7Th St., Plainview, TX 79072",
188,VA,Bryant & Stratton College-Virginia Beach,BSCB,Public,,1761,"=HYPERLINK(""https://www.bryantstratton.edu"",""LINK"")","301 Centre Pointe Dr, Virginia Beach, VA 23462",
189,WA,Seattle University,SU,Private,,7199,"=HYPERLINK(""https://www.seattleu.edu"",""LINK"")","900 Broadway, Seattle, WA 98122",
190,WV,West Virginia University,WVU,Community,,26839,"=HYPERLINK(""https://www.wvu.edu"",""LINK"")","Po Box 6201, Morgantown, WV 26506",
191,PA,Yti Career Institute-Altoona,YCI,Public,,22,"=HYPERLINK(""https://www.yti.edu"",""LINK"")","2900 Fairway Dr, Altoona, PA 16602",
192,PA,Central Susquehanna Intermediate Unit Lpn Career,CSIULC,Community,,117,"=HYPERLINK(""https://www.csiu.org/lpn"",""LINK"")","1339 Saint Mary Street Suite 2, Lewisburg, PA 17837",
193,WI,The Institute Of Beauty And Wellness,IBW,Public,,235,"=HYPERLINK(""https://www.ibw.edu"",""LINK"")","327 East Saint Paul Avenue, Milwaukee, WI 53202",
194,AR,Lyon College,LC,Private,,662,"=HYPERLINK(""https://www.lyon.edu"",""LINK"")","2300 Highland Road, Batesville, AR 72501",
195,AR,Professional Cosmetology Education Center,PCEC,Public,,44,"=HYPERLINK(""https://www.pcec.edu"",""LINK"")","460 North Washington, El Dorado, AR 71730",
196,CA,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,YOECWCTS,Private,,138,"=HYPERLINK(""https://www.yoec.edu/"",""LINK"")","7215 Waring Ave, Los Angeles, CA 90046",
197,CA,Harvey Mudd College,HMC,Private,,904,"=HYPERLINK(""https://www.hmc.edu"",""LINK"")","301 Platt Blvd., Claremont, CA 91711",
198,CA,Fuller Theological Seminary,FTS,Private,,2265,"=HYPERLINK(""https://www.fuller.edu"",""LINK"")","135 N Oakland Ave, Pasadena, CA 91182",
199,IL,Chicago State University,CSU,Community,,3039,"=HYPERLINK(""https://www.csu.edu"",""LINK"")","9501 S. King Drive, Chicago, IL 60628",
200,LA,Baton Rouge School Of Computers,BRSC,Public,,48,"=HYPERLINK(""https://www.brsc.edu"",""LINK"")","9352 Interline Ave, Baton Rouge, LA 70809",
201,CA,Santa Monica College,SMC,Community,,27497,"=HYPERLINK(""https://www.smc.edu"",""LINK"")","1900 Pico Blvd, Santa Monica, CA 90405",
202,AL,Reid State Technical College,RSTC,Community,,489,"=HYPERLINK(""https://www.rstc.edu"",""LINK"")","100 And Hwy 83, Evergreen, AL 36401",
203,CA,Rio Hondo College,RHC,Community,,19358,"=HYPERLINK(""https://www.riohondo.edu"",""LINK"")","3600 Workman Mill Rd, Whittier, CA 90601",
204,WA,Shoreline Community College,SCC,Community,,5884,"=HYPERLINK(""https://www.shoreline.edu"",""LINK"")","16101 Greenwood Ave N, Shoreline, WA 98133",
205,IL,Mckendree University,MU,Private,,2292,"=HYPERLINK(""https://www.mckendree.edu"",""LINK"")","701 College Rd, Lebanon, IL 62254",
206,TX,Eastfield College,EC,Community,,16505,"=HYPERLINK(""https://www.eastfieldcollege.edu/"",""LINK"")","3737 Motley Dr, Mesquite, TX 75150",
207,IL,Judson University,JU,Private,,1233,"=HYPERLINK(""https://www.judsonu.edu"",""LINK"")","1151 N State St, Elgin, IL 60123",
208,NY,The College Of Westchester,CW,Public,,906,"=HYPERLINK(""https://www.cw.edu"",""LINK"")","325 Central Ave, White Plains, NY 10606",
209,MO,Franklin Technology Center Adult Education,FTCAE,Community,,137,"=HYPERLINK(""https://www.franklintechnologycenter.com"",""LINK"")","810 S. Wall Avenue, Joplin, MO 64801",
210,TX,Baldwin Beauty School-North Austin,BBSA,Public,,85,"=HYPERLINK(""https://www.baldwinbeautyschools.com"",""LINK"")","8440 Burnet Rd., Ste 140, Austin, TX 78757",
211,CA,Los Angeles Film School,LAFS,Public,,5151,"=HYPERLINK(""https://www.lafilm.edu"",""LINK"")","6363 Sunset Blvd, Hollywood, CA 90028",
212,IL,Midwest Technical Institute-Springfield,MTI,Public,,496,"=HYPERLINK(""https://www.midwesttech.edu"",""LINK"")","2731 Farmers Market Road, Springfield, IL 62707",
213,NY,Dutchess Boces-Practical Nursing Program,DBNP,Community,,122,"=HYPERLINK(""https://www.dcboces.org/cti/lpn"",""LINK"")","5 Boces Road, Poughkeepsie, NY 12601",
214,NV,Expertise Cosmetology Institute,ECI,Private,,271,"=HYPERLINK(""https://www.expertisebeauty.com"",""LINK"")","1911 Stella Lake Street, Las Vegas, NV 89106",
215,NC,Johnson & Wales University-Charlotte,JWU,Private,,1523,"=HYPERLINK(""https://www.jwu.edu/campuses/charlotte/index.html"",""LINK"")","Academic Center, 801 West Trade Street, Charlotte, NC 28202",
216,FL,Palm Beach Academy Of Health & Beauty,PBAHB,Public,,92,"=HYPERLINK(""https://www.pbacademy.net"",""LINK"")","1220-A 10Th St, Lake Park, FL 33403",
217,LA,Remington College-Shreveport Campus,RCC,Private,,336,"=HYPERLINK(""https://www.remingtoncollege.edu/shreveport-career-school-overview"",""LINK"")","2106 Bert Kouns Industrial Loop, Shreveport, LA 71101",
218,MI,Career Quest Learning Centers-Jackson,CQLC,Public,,101,"=HYPERLINK(""https://www.careerquest.edu"",""LINK"")","209 E Washington Ave, Ste 241, Jackson, MI 49201",
219,CA,Associated Technical College-San Diego,ATCD,Public,,85,"=HYPERLINK(""https://www.atcsd.edu"",""LINK"")","707 Broadway-Ste 300, San Diego, CA 92101",
220,AR,New Tyler Barber College Inc,NTBCI,Public,,30,"=HYPERLINK(""https://www.newtylerbarbercollege.edu"",""LINK"")","1221 E 7Th St, North Little Rock, AR 72114",
221,CA,Marymount California University,MCU,Private,,647,"=HYPERLINK(""https://www.marymountcalifornia.edu/"",""LINK"")","30800 Palos Verdes Drive East, Rancho Palos Verdes, CA 90275",
222,DE,Dawn Career Institute Llc,DCIL,Public,,304,"=HYPERLINK(""https://www.dawncareerinstitute.edu"",""LINK"")","252 Chapman Road, Suite 100, Newark, DE 19702",
223,LA,Camelot College,CC,Public,,N/A,"=HYPERLINK(""https://www.camelotcollege.com"",""LINK"")","2618 Wooddale Blvd Ste A, Baton Rouge, LA 70805",
224,ME,Bates College,BC,Private,,1820,"=HYPERLINK(""https://www.bates.edu/"",""LINK"")","2 Andrews Road, Lewiston, ME 4240",
225,ME,Colby College,CC,Private,,2003,"=HYPERLINK(""https://www.colby.edu"",""LINK"")","4000 Mayflower Hill Drive, Waterville, ME 4901",
226,MN,Luther Seminary,LS,Private,,459,"=HYPERLINK(""https://www.luthersem.edu"",""LINK"")","2481 Como Ave, Saint Paul, MN 55108",
227,MO,Cottey College,CC,Private,,256,"=HYPERLINK(""https://www.cottey.edu"",""LINK"")","1000 W Austin, Nevada, MO 64772",
228,CA,Pacific Oaks College,POC,Private,,1163,"=HYPERLINK(""https://www.pacificoaks.edu"",""LINK"")","45 Eureka Street, Pasadena, CA 91103",
229,FL,National Aviation Academy Of Tampa Bay,NAATB,Public,,856,"=HYPERLINK(""https://www.naa.edu"",""LINK"")","6225 Ulmerton Road, Clearwater, FL 33760",
230,IL,Fox College,FC,Public,,451,"=HYPERLINK(""https://www.foxcollege.edu"",""LINK"")","6640 S. Cicero, Bedford Park, IL 60638",
231,PA,Fortis Institute-Erie,FI,Public,,9,"=HYPERLINK(""https://www.fortis.edu"",""LINK"")","5757 West 26Th Street, Erie, PA 16506",
232,WA,Heritage University,HU,Private,,971,"=HYPERLINK(""https://www.heritage.edu"",""LINK"")","3240 Fort Rd, Toppenish, WA 98948",
233,MN,Dunwoody College Of Technology,DCT,Private,,1358,"=HYPERLINK(""https://www.dunwoody.edu"",""LINK"")","818 Dunwoody Blvd, Minneapolis, MN 55403",
234,NC,Cleveland Community College,CCC,Community,,2536,"=HYPERLINK(""https://www.clevelandcc.edu"",""LINK"")","137 S Post Rd, Shelby, NC 28152",
235,NY,Iona College,IC,Private,,3613,"=HYPERLINK(""https://www.iona.edu"",""LINK"")","715 North Ave, New Rochelle, NY 10801",
236,FL,Lake-Sumter State College,LSC,Community,,4872,"=HYPERLINK(""https://www.lssc.edu"",""LINK"")","9501 Us Hwy 441, Leesburg, FL 34788",
237,MO,St Charles Community College,SCCC,Community,,6363,"=HYPERLINK(""https://www.stchas.edu"",""LINK"")","4601 Mid Rivers Mall Dr, Cottleville, MO 63376",
238,ME,Maine Media College,MMC,Private,,25,"=HYPERLINK(""https://www.mainemedia.edu/college/"",""LINK"")","70 Camden Street, Rockport, ME 4856",
239,CA,Medical Career College Of Northern California,MCCNC,Public,,14,"=HYPERLINK(""https://www.medicalcareercollege.net/"",""LINK"")","1220 Melody Lane, Roseville, CA 95678",
240,CA,Mixed Institute Of Cosmetology & Barber,MICB,Public,,75,"=HYPERLINK(""https://www.mix-ed.com"",""LINK"")","5950 Florin Road Suite 103, Sacramento, CA 95823",
241,IN,Lil Lou'S Beauty And Barber College-Hammond,LLBBC,Public,,11,"=HYPERLINK(""https://www.lillousbeautyandbarbercollege.com"",""LINK"")","5625 Hohman Avenue, Hammond, IN 46320",
242,CA,Kc Beauty Academy,KBA,Public,,20,"=HYPERLINK(""https://www.kcbeautyacademy.com"",""LINK"")","706 East 1St Street, Los Angeles, CA 90012",
243,MI,Davenport University - Detroit,DU-D,,,N/A,"=HYPERLINK(""https://www.NOT AVAILABLE"",""LINK"")","3031 West Grand Boulevard Suite 136, Detroit, MI 48202",
244,WA,Studio Beauty School,SBS,Public,,105,"=HYPERLINK(""https://www.studiobeautyschool.com"",""LINK"")","10001 E Sprague Ave, Spokane Valley, WA 99206",
245,FL,Polytechnic University Of Puerto Rico-Orlando,PUPR,Private,,188,"=HYPERLINK(""https://www.pupr.edu/"",""LINK"")","550 N Econlockhatchee Tr, Orlando, FL 32825",
246,TX,Manuel And Theresa'S School Of Hair Design,MTSHD,Public,,7,"=HYPERLINK(""https://www.manuelandtheresasschoolofhair.com/"",""LINK"")","1315 Highway 105 #102, Brenham, TX 77833",
247,CA,San Bernardino Beauty College,SBBC,Public,,75,"=HYPERLINK(""https://www.barber-beautycollege.com/"",""LINK"")","600 North Sierra Way, San Bernardino, CA 92410",
248,FL,Empire Beauty School-Tampa,EBS,Public,,88,"=HYPERLINK(""https://www.empire.edu"",""LINK"")","Brandon Crossings, 10083 East Adamo Drive, Tampa, FL 33619",
249,FL,Empire Beauty School-Lakeland,EBS,Public,,90,"=HYPERLINK(""https://www.empire.edu"",""LINK"")","Northtowne Square, 5101 Us Highway 98 N, Lakeland, FL 33809",
250,PR,Rosslyn Training Academy Of Cosmetology,RTAC,Public,,16,"=HYPERLINK(""https://www.rosslyntraining.edu"",""LINK"")","Calle Paz 213, Aguada, PR 602",
251,IL,Resurrection University,RU,Private,,860,"=HYPERLINK(""https://www.resu.edu"",""LINK"")","1431 N. Claremont, Chicago, IL 60622",
252,MA,Emerson College,EC,Private,,4930,"=HYPERLINK(""https://www.emerson.edu"",""LINK"")","120 Boylston Street, Boston, MA 2116",
253,CA,Meridian University,MU,Public,,113,"=HYPERLINK(""https://www.meridianuniversity.edu/"",""LINK"")","47 Sixth Street, Petaluma, CA 94952",
254,NY,Suny Maritime College,SMC,Community,,1674,"=HYPERLINK(""https://www.sunymaritime.edu"",""LINK"")","6 Pennyfield Avenue, Throggs Neck, NY 10465",
255,NY,Touro College,TC,Private,,11631,"=HYPERLINK(""https://www.touro.edu"",""LINK"")","500 7Th Avenue, New York, NY 10018",
256,TX,Wade Gordon Hairdressing Academy,WGHA,Public,,9,"=HYPERLINK(""https://www.wadegordonacademy.com"",""LINK"")","121 Westgate Parkway Suite 40, Amarillo, TX 79121",
257,NY,Uta Mesivta Of Kiryas Joel,UMKJ,Private,,2016,"=HYPERLINK(""https://www.utam.edu"",""LINK"")","48 Bakertown Rd Suite 501, Monroe, NY 10950",
258,IL,Midwest Technical Institute-East Peoria,MTIP,Public,,455,"=HYPERLINK(""https://www.midwesttech.edu"",""LINK"")","280 High Point Ln, East Peoria, IL 61611",
259,CA,University Of The People,UP,Private,,5043,"=HYPERLINK(""https://www.uopeople.edu"",""LINK"")","225 S. Lake Ave., Suite 300, Pasadena, CA 91101",
260,ID,Oliver Finley Academy Of Cosmetology,OFAC,Public,,254,"=HYPERLINK(""https://www.oliverfinley.com"",""LINK"")","6843 N Strawberry Glen Rd. #140, Boise, ID 83714",
261,MI,Oakland Community College,OCC,Community,,15211,"=HYPERLINK(""https://www.oaklandcc.edu"",""LINK"")","2480 Opdyke Rd, Bloomfield Hills, MI 48304",
262,MO,Pinnacle Career Institute-South Kansas City,PCIKC,Public,,356,"=HYPERLINK(""https://www.PCITRAINING.EDU"",""LINK"")","10301 Hickman Mills Dr., Kansas City, MO 64137",
263,PA,Platt College-Mccann-Allentown,PC,Public,,491,"=HYPERLINK(""https://www.mccann.edu"",""LINK"")","2200 N Irving St, Allentown, PA 18109",
264,SC,Arclabs,A,Public,,518,"=HYPERLINK(""https://www.arclabs.edu"",""LINK"")","2615 Highway 153, B-3, Piedmont, SC 29673",
265,AR,Arkansas Colleges Of Health Education,ACHE,Private,,513,"=HYPERLINK(""https://www.acheedu.org"",""LINK"")","7000 Chad Colley Blvd., Fort Smith, AR 72916",
266,CA,Spartan College Of Aeronautics And Technology,SCAT,Public,,190,"=HYPERLINK(""https://www.spartan.edu"",""LINK"")","4130 Mennes Ave, Riverside, CA 92509",
267,MA,Massachusetts School Of Barbering,MSB,Public,,57,"=HYPERLINK(""https://www.massschoolofbarbering.com"",""LINK"")","58 Ross Way, Quincy, MA 2169",
268,AS,American Samoa Community College,ASCC,Community,,1035,"=HYPERLINK(""https://www.amsamoa.edu"",""LINK"")","P.O. Box 2609, Pagopago, AS 96799",
269,MN,Winona State University,WSU,Community,,7605,"=HYPERLINK(""https://www.winona.edu"",""LINK"")","175 West Mark Street, Winona, MN 55987",
270,GA,Interactive College Of Technology-Gainesville,ICT,Public,,39,"=HYPERLINK(""https://www.ict.edu"",""LINK"")","2323-C Browns Bridge Rd, Gainesville, GA 30504",
271,TN,Tennessee Board Of Regents,TBR,Community,,N/A,"=HYPERLINK(""https://www.tbr.edu"",""LINK"")","1 Bridgestone Park, Nashville, TN 37214",
272,VA,Stratford University,SU,Public,,2373,"=HYPERLINK(""https://www.stratford.edu"",""LINK"")","3201 Jermantown Road, Suite 500, Fairfax, VA 22030",
273,VA,George Mason University,GMU,Community,,37863,"=HYPERLINK(""https://www.www2.gmu.edu/"",""LINK"")","4400 University Dr, Fairfax, VA 22030",
274,KY,Union College,UC,Private,,1140,"=HYPERLINK(""https://www.unionky.edu"",""LINK"")","310 College St, Barbourville, KY 40906",
275,VA,Longwood University,LU,Community,,4468,"=HYPERLINK(""https://www.longwood.edu"",""LINK"")","201 High St, Farmville, VA 23909",
276,NY,Mandl School-The College Of Allied Health,MSCAH,Public,,519,"=HYPERLINK(""https://www.mandl.edu"",""LINK"")","254 W 54Th St, New York, NY 10019",
277,CO,Community College Of Denver,CCD,Community,,8232,"=HYPERLINK(""https://www.ccd.edu"",""LINK"")","1111 W. Colfax Ave., Denver, CO 80204",
278,GA,Abraham Baldwin Agricultural College,ABAC,Community,,3927,"=HYPERLINK(""https://www.abac.edu"",""LINK"")","2802 Moore Hwy, Tifton, GA 31793",
279,WI,University Of Wisconsin-Milwaukee,UW,Community,,25731,"=HYPERLINK(""https://www.uwm.edu"",""LINK"")","2200 E Kenwood Blvd, Milwaukee, WI 53211",
280,CT,United States Coast Guard Academy,USCGA,Community,,1069,"=HYPERLINK(""https://www.uscga.edu"",""LINK"")","15 Mohegan Avenue, New London, CT 6320",
281,MA,Westfield State University,WSU,Community,,5795,"=HYPERLINK(""https://www.westfield.ma.edu"",""LINK"")","577 Western Ave, Westfield, MA 1086",
282,MI,University Of Michigan-Ann Arbor,UMA,Community,,48090,"=HYPERLINK(""https://www.umich.edu"",""LINK"")","503 Thompson Street, Ann Arbor, MI 48109",
283,MO,Webster University,WU,Private,,9860,"=HYPERLINK(""https://www.webster.edu"",""LINK"")","470 E Lockwood Ave., Saint Louis, MO 63119",
284,NY,New York University,NYU,Private,,52885,"=HYPERLINK(""https://www.nyu.edu"",""LINK"")","70 Washington Sq South, New York, NY 10012",
285,NC,Watts School Of Nursing,WSN,Private,,144,"=HYPERLINK(""https://www.wattsschoolofnursing.org"",""LINK"")","2828 Croadsaile Drive Suite 200, Durham, NC 27705",
286,NY,Neighborhood Playhouse School Of The Theater,NPST,Private,,70,"=HYPERLINK(""https://www.neighborhoodplayhouse.org"",""LINK"")","340 E 54Th Street, New York City, NY 10022",
287,CA,American Institute Of Massage Therapy,AIMT,Public,,36,"=HYPERLINK(""https://www.aimtinc.com"",""LINK"")","1516 Brookhollow Drive, Unit C, Santa Ana, CA 92705",
288,IL,University Of Saint Mary Of The Lake,USML,Private,,202,"=HYPERLINK(""https://www.usml.edu"",""LINK"")","1000 E Maple Ave, Mundelein, IL 60060",
289,TX,Ucas Univeristy Of Cosmetology Arts & Sciences-La Joya,UUCASJ,Public,,59,"=HYPERLINK(""https://www.ucastx.com"",""LINK"")","724 East Expressway 83, La Joya, TX 78560",
290,NM,Universal Therapeutic Massage Institute,UTMI,Public,,65,"=HYPERLINK(""https://www.utmi.com"",""LINK"")","3410 Aztec Rd Ne, Albuquerque, NM 87107",
291,MT,Montana State University-Northern,MSU,Community,,1073,"=HYPERLINK(""https://www.msun.edu"",""LINK"")","300 W 11Th St, Havre, MT 59501",
292,ND,Minot State University,MSU,Community,,3125,"=HYPERLINK(""https://www.minotstateu.edu"",""LINK"")","500 University Ave W, Minot, ND 58707",
293,LA,Unitech Training Academy-West Monroe,UTAM,Public,,105,"=HYPERLINK(""https://www.unitechtrainingacademy.com"",""LINK"")","111 Crosley Street, Suite 4, West Monroe, LA 71291",
